Z,k,Symbole,E_exp_eV,E_pred_eV,m,Delta,Err_percent,Lambda_e,Eps_0,Eps_1,Eps_2,Eps_3,Eps_4,Eps_5,Eps_6,Eps_7,Eps_8,Eps_9,Eps_10,Eps_11,Eps_12,Eps_13,Eps_14,,,Factor_4_Zk
41,38,Nb,5426.066,5425.930306048002,5,0.8905479100000004,0.002500779607129403,5.95,0,0,1,0,0,0,-1,0,0,0,-1,-1,1,1,0,,,64.0
41,39,Nb,22648.046,22648.0054302208,5,3.717175261,0.000179131476497089,5.95,0,1,0,0,-1,-1,0,0,1,0,0,0,1,0,0,,,16.0
41,40,Nb,23388.85,23388.897355622397,5,3.8387764829999993,0.00020247093122900166,5.95,1,0,0,1,-1,1,0,0,0,0,0,0,0,-1,1,,,4.0
42,0,Mo,7.09243,7.0925688729,-1,4.768113528,0.0019580439990247497,5.95,0,0,1,1,0,0,0,1,0,-1,0,1,0,0,0,,,1.9342813113834067e+25
42,1,Mo,16.16,16.1600363393,0,2.715972494,0.0002248719059366029,5.95,1,0,0,1,0,0,0,0,1,1,0,0,1,0,-1,,,4.835703278458517e+24
42,2,Mo,27.13,27.1299637315,0,4.559657769999999,0.00013368411352968095,5.95,0,0,1,0,0,0,-1,1,0,1,-1,0,1,0,0,,,1.2089258196146292e+24
42,3,Mo,40.33,40.33002305919972,3,0.10590867399999926,5.71762948659934e-05,5.95,0,0,0,0,0,0,0,1,1,0,0,-1,1,-1,0,,,3.022314549036573e+23
42,4,Mo,54.417,54.417241214700006,0,9.145754826000001,0.00044327085286652583,5.95,0,0,0,0,0,0,1,1,0,0,-1,1,0,1,0,,,7.555786372591432e+22
42,5,Mo,68.82704,68.8267137621,0,11.567514918,0.000473996702455532,5.95,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,,,1.888946593147858e+22
42,6,Mo,125.638,125.63811531039997,2,1.3197281019999996,9.17798754856884e-05,5.95,1,-1,0,-1,0,0,1,0,0,0,-1,1,0,0,0,,,4.722366482869645e+21
42,7,Mo,143.6,143.5998605944,2,1.5084018970000002,9.707910862189846e-05,5.95,0,1,1,-1,0,1,1,-1,0,0,0,0,0,0,0,,,1.1805916207174113e+21
42,8,Mo,164.12,164.11973650239995,3,0.43098670299999986,0.0001605517914082875,5.95,1,0,0,0,0,-1,1,1,1,0,0,-1,0,0,0,,,2.9514790517935283e+20
42,9,Mo,186.3,186.3003366168,1,7.827745235999999,0.0001806853462073606,5.95,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,,,7.378697629483821e+19
42,10,Mo,209.3,209.3028612584,1,8.794237868,0.0013670608695530487,5.95,0,0,0,0,0,1,1,-1,0,0,0,0,1,-1,1,,,1.8446744073709552e+19
42,11,Mo,230.28,230.28047790159997,2,2.4189125829999996,0.0002075306583135858,5.95,1,0,1,-1,0,0,0,0,1,0,-1,1,0,0,0,,,4.611686018427388e+18
42,12,Mo,279.1,279.1014402736,2,2.931737818,0.0005160421354340897,5.95,1,0,0,0,0,1,1,-1,0,-1,0,1,0,0,0,,,1.152921504606847e+18
42,13,Mo,302.6,302.60019586720006,2,3.1785734860000003,6.472808989893329e-05,5.95,1,1,0,0,1,0,0,0,0,-1,0,1,0,0,0,,,2.8823037615171174e+17
42,14,Mo,544.0,544.0035858712001,2,5.714323381000002,0.0006591675000238946,5.95,0,0,0,1,0,0,-1,0,0,1,1,-1,0,1,0,,,7.205759403792794e+16
42,15,Mo,591.0,590.9978599728,2,6.207960714,0.00036210274111183975,5.95,0,0,1,0,0,1,0,-1,1,0,0,1,0,0,0,,,1.8014398509481984e+16
42,16,Mo,646.0,646.0010980640002,3,1.6964314550000004,0.00016997894739767332,5.95,1,0,0,0,0,0,-1,-1,0,-1,1,0,0,1,0,,,4503599627370496.0
42,17,Mo,702.0,701.9939265416001,2,7.373885783,0.0008651650142302679,5.95,1,-1,0,0,0,0,1,0,-1,0,1,0,1,0,0,,,1125899906842624.0
42,18,Mo,758.0,757.9952181088001,3,1.9905336610000002,0.0006308563588198848,5.95,0,1,0,0,1,1,0,0,-1,0,-1,1,0,0,0,,,281474976710656.0
42,19,Mo,829.0,829.0018376191999,4,0.5442501559999999,0.00022166697224756398,5.95,0,1,-1,1,1,1,0,0,0,0,-1,0,0,0,0,,,70368744177664.0
42,20,Mo,890.0,889.9898489384001,2,9.348632867000001,0.0011405687190913698,5.95,0,1,0,0,1,0,0,0,-1,1,1,1,0,0,0,,,17592186044416.0
42,21,Mo,953.0,953.0011913631998,3,2.5026291789999995,0.00012501187826199523,5.95,1,0,-1,0,-1,0,0,1,-1,0,0,0,1,0,0,,,4398046511104.0
42,22,Mo,1019.0,1019.0051949112001,2,10.703836081,0.000509804828270699,5.95,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,,,1099511627776.0
42,23,Mo,1082.0,1081.9925023823998,2,11.365467461999998,0.0006929406284811035,5.95,0,0,0,0,0,0,0,1,1,0,0,0,1,-1,1,,,274877906944.0
42,24,Mo,1263.0,1262.9912200192007,4,0.8291696560000004,0.0006951687093680012,5.95,0,0,0,0,0,0,1,-1,0,0,0,1,1,0,-1,,,68719476736.0
42,25,Mo,1319.6,1319.6109774344002,2,13.861459847,0.0008318759018092175,5.95,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,,,17179869184.0
42,26,Mo,1385.1,1385.0862436096002,3,3.637306312,0.0009931694751100176,5.95,0,0,1,-1,1,1,0,0,0,0,0,-1,1,0,0,,,4294967296.0
42,27,Mo,1462.0,1461.99636744,2,15.3571047,0.00024846511627322294,5.95,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,,,1073741824.0
42,28,Mo,1537.0,1536.9866537983999,3,4.0362044479999994,0.0008683280156241447,5.95,0,1,-1,0,0,0,1,0,-1,0,0,0,1,0,0,,,268435456.0
42,29,Mo,1587.0,1586.9991077640002,2,16.670158695,5.6221550081890075e-05,5.95,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,,,67108864.0
42,30,Mo,1730.1,1730.0867183880002,2,18.173179815,0.000767678862474612,5.95,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,,,16777216.0
42,31,Mo,1790.93,1790.9049833472002,3,4.703006784,0.0013968526296324923,5.95,0,0,1,0,-1,0,0,0,0,1,1,0,1,-1,0,,,4194304.0
42,32,Mo,4259.0,4259.0372161568,3,11.184446471000001,0.0008738238271951434,5.95,0,0,1,0,-1,1,1,0,0,0,0,1,0,1,0,,,1048576.0
42,33,Mo,4430.0,4429.9863348608005,3,11.633367476,0.0003084681534870125,5.95,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,,,262144.0
42,34,Mo,4618.0,4618.0472205952,4,3.031806211,0.0010225334603743547,5.95,1,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,,,65536.0
42,35,Mo,4800.0,4799.9482337408,4,3.1512265189999997,0.001078463733335866,5.95,0,1,0,0,0,0,-1,1,0,0,0,0,0,-1,1,,,16384.0
42,36,Mo,5084.0,5084.011722496,4,3.33771778,0.00023057623918966002,5.95,0,1,0,-1,0,-1,0,0,1,0,0,-1,0,0,1,,,4096.0
42,37,Mo,5287.0,5287.037423718402,5,0.8677516780000003,0.0007078441158001016,5.95,0,0,0,0,1,0,0,0,0,-1,0,0,1,1,-1,,,1024.0
42,38,Mo,5548.0,5548.01739072,4,3.6423433499999995,0.0003134592645933536,5.95,0,0,0,1,0,-1,-1,0,-1,0,0,1,1,0,0,,,256.0
42,39,Mo,5713.194,5713.252557824002,5,0.9377055800000003,0.0010249577382035696,5.95,1,-1,0,0,0,1,0,-1,0,0,-1,0,0,1,0,,,64.0
42,40,Mo,23810.653,23810.7593943296,4,15.632063678000002,0.00044683499273649887,5.95,0,0,0,1,0,-1,1,0,0,1,0,0,0,1,1,,,16.0
42,41,Mo,24572.213,24571.878358630394,5,4.032936967999999,0.0013618690738411664,5.95,0,0,0,0,0,0,1,0,-1,0,1,1,1,0,-1,,,4.0
43,0,Tc,7.11938,7.119314826487501,-1,4.786094001,0.0009154380367222302,5.95,0,0,0,0,1,0,-1,-1,0,0,1,1,0,0,0,,,7.737125245533627e+25
43,1,Tc,15.26,15.260006028224998,-1,10.258827581999999,3.950344035576038e-05,5.95,0,0,1,0,-1,0,0,1,1,1,0,0,1,0,0,,,1.9342813113834067e+25
43,2,Tc,29.55,29.55005050585,0,4.9663950429999995,0.00017091658205826377,5.95,0,1,1,0,0,1,1,0,0,0,-1,1,0,0,0,,,4.835703278458517e+24
43,3,Tc,41.0,41.000323766150004,0,6.890810717000001,0.000789673536594475,5.95,0,0,1,0,1,-1,1,0,0,0,0,0,0,1,0,,,1.2089258196146292e+24
43,4,Tc,57.0,56.999461330000024,1,2.394935350000001,0.0009450350876773572,5.95,0,0,1,-1,0,0,0,-1,0,0,0,0,0,1,0,,,3.022314549036573e+23
43,5,Tc,72.0,71.99971801680002,1,3.0251982360000005,0.0003916433333096671,5.95,1,0,0,0,-1,0,1,0,-1,0,0,0,0,1,0,,,7.555786372591432e+22
43,6,Tc,88.0,87.99991002180003,1,3.6974752110000013,0.00010224795450723563,5.95,0,1,0,-1,0,1,0,0,0,0,1,1,-1,0,0,,,1.888946593147858e+22
43,7,Tc,150.0,150.00015316720007,2,1.5756318610000006,0.0001021114667120552,5.95,1,0,0,0,0,1,1,0,0,1,0,0,-1,0,0,,,4.722366482869645e+21
43,8,Tc,169.0,168.99705350920001,1,7.100716534000001,0.001743485680464623,5.95,1,0,-1,0,0,0,0,-1,0,-1,0,0,0,1,1,,,1.1805916207174113e+21
43,9,Tc,189.9,189.89777601760002,1,7.978898152000001,0.0011711334386427384,5.95,1,0,0,0,0,0,1,0,0,1,0,-1,0,0,1,,,2.9514790517935283e+20
43,10,Tc,214.0,213.99917084,2,2.24789045,0.000387457943922897,5.95,0,0,1,-1,-1,0,0,1,0,-1,0,0,1,0,0,,,7.378697629483821e+19
43,11,Tc,239.0,239.00048621680003,1,10.042037236,0.000203437991643201,5.95,0,1,1,0,1,-1,0,1,0,0,0,0,0,0,1,,,1.8446744073709552e+19
43,12,Tc,262.08,262.0772777112,2,2.752912581,0.001038724358969371,5.95,0,1,1,0,-1,0,0,0,1,-1,0,1,0,0,0,,,4.611686018427388e+18
43,13,Tc,311.0,310.99961665919994,3,0.8167006739999998,0.000123260707413497,5.95,1,0,0,-1,0,-1,0,1,0,-1,0,1,0,0,0,,,1.152921504606847e+18
43,14,Tc,338.55,338.54753605819997,1,14.224686388999999,0.0007277925860418615,5.95,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,,,2.8823037615171174e+17
43,15,Tc,604.0,603.9991310976011,4,0.3965330430000007,0.0001438580130639664,5.95,1,0,0,0,1,0,0,0,0,1,0,-1,-1,1,0,,,7.205759403792794e+16
43,16,Tc,655.0,655.0065335912001,2,6.880320731000001,0.0009974948397071604,5.95,0,1,1,0,1,0,1,-1,0,0,0,0,0,1,0,,,1.8014398509481984e+16
43,17,Tc,713.0,713.0072295528,2,7.4895717390000005,0.0010139625245479376,5.95,1,-1,0,-1,0,0,1,1,0,0,0,0,0,1,0,,,4503599627370496.0
43,18,Tc,773.0,772.9983947224,2,8.119731037,0.00020766851228879756,5.95,0,1,-1,0,0,0,0,1,0,1,0,1,0,0,0,,,1125899906842624.0
43,19,Tc,829.0,829.0018376191999,4,0.5442501559999999,0.00022166697224756398,5.95,0,1,-1,1,1,1,0,0,0,0,-1,0,0,0,0,,,281474976710656.0
43,20,Tc,904.0,904.0004131367999,2,9.495802658999999,4.5700973442557674e-05,5.95,0,0,1,0,1,0,-1,1,0,1,0,0,0,1,0,,,70368744177664.0
43,21,Tc,968.0,968.0039470976001,2,10.168108688,0.00040775801653674813,5.95,0,1,1,0,0,0,0,0,0,-1,1,1,0,1,0,,,17592186044416.0
43,22,Tc,1032.0,1032.002134912,4,0.6775224099999999,0.00020687131782694428,5.95,0,1,0,1,-1,0,0,0,0,-1,0,-1,0,0,1,,,4398046511104.0
43,23,Tc,1102.0,1102.0039911552012,4,0.7234795110000007,0.0003621737932141519,5.95,0,0,0,1,1,0,-1,-1,0,-1,0,0,0,1,0,,,1099511627776.0
43,24,Tc,1166.0,1166.0003531288,2,12.247902869,3.0285488854470256e-05,5.95,0,0,1,0,0,1,0,0,0,0,1,1,-1,0,1,,,274877906944.0
43,25,Tc,1354.0,1353.9872367615997,3,3.5556387519999992,0.0009426320827429178,5.95,1,-1,0,0,0,0,1,0,1,0,0,0,1,-1,0,,,68719476736.0
43,26,Tc,1411.6,1411.6024564992003,3,3.7069392240000005,0.0001740223293025175,5.95,1,0,0,-1,0,0,1,0,0,1,0,0,-1,1,0,,,17179869184.0
43,27,Tc,1479.5,1479.4914279488,2,15.540876344,0.0005793883879663749,5.95,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,,,4294967296.0
43,28,Tc,1559.0,1558.9907088448003,3,4.093988206000001,0.0005959689031213709,5.95,0,0,1,0,0,-1,1,0,0,0,1,0,-1,1,0,,,1073741824.0
43,29,Tc,1638.0,1638.0078497216002,3,4.301491202,0.00047922598291961826,5.95,1,0,0,0,0,0,1,0,1,-1,0,0,-1,0,1,,,268435456.0
43,30,Tc,1689.0,1689.0556328184,2,17.742181017,0.0032938317584369123,5.95,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,,,67108864.0
43,31,Tc,1838.0,1837.9900305535998,4,1.2066636229999999,0.0005424073123063859,5.95,1,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,1,,,16777216.0
43,32,Tc,1900.28,1900.2873766912003,4,1.2475626160000002,0.0003881896983763758,5.95,0,0,1,0,0,1,0,0,1,0,-1,0,-1,1,0,,,4194304.0
43,33,Tc,4505.0,4504.9865627648,5,0.7393951159999999,0.0002982738113296182,5.95,0,0,0,0,0,1,0,-1,0,-1,0,-1,0,0,1,,,1048576.0
43,34,Tc,4681.0,4681.0434306944,4,3.073164017,0.0009278080410132627,5.95,0,0,1,-1,0,0,0,0,1,0,-1,0,1,0,0,,,262144.0
43,35,Tc,4874.0,4873.990339904,4,3.199836095,0.0001981964710629198,5.95,1,-1,0,0,1,1,-1,1,0,0,0,0,0,0,0,,,65536.0
43,36,Tc,5060.0,5060.030189424,3,13.287894405,0.0005966289328088434,5.95,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,,,16384.0
43,37,Tc,5361.0,5360.9755158848,3,14.078192006,0.0004567079873122858,5.95,0,1,-1,1,1,0,0,0,0,0,0,0,1,0,1,,,4096.0
43,38,Tc,5570.0,5569.9992900607995,3,14.627098976,1.2745766616390878e-05,5.95,0,1,1,-1,0,0,0,0,0,1,0,0,0,1,1,,,1024.0
43,39,Tc,5838.0,5837.971569113601,4,3.832701923,0.00048699702636676806,5.95,0,0,1,0,0,0,1,0,0,0,-1,0,0,1,0,,,256.0
43,40,Tc,6008.391,6008.510505670401,3,15.778651538000002,0.0019889795853988246,5.95,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,,,64.0
43,41,Tc,25004.531,25004.7858562432,4,16.415957101,0.0010192402457062058,5.95,1,-1,0,0,0,0,0,0,1,0,1,1,0,0,1,,,16.0
43,42,Tc,25787.047,25787.740649574396,5,4.2324941979999995,0.002689914725007359,5.95,1,-1,-1,0,0,0,0,0,-1,1,0,0,1,0,0,,,4.0
44,0,Ru,7.3605,7.360464796649999,0,1.2370529069999998,0.0004782738944540368,5.95,1,0,0,0,0,0,1,1,0,-1,0,0,1,-1,0,,,3.094850098213451e+26
44,1,Ru,16.76,16.76011474165,0,2.816826007,0.0006846160501088974,5.95,1,0,1,1,0,0,0,0,0,-1,0,1,0,0,0,,,7.737125245533627e+25
44,2,Ru,28.47,28.470313603199976,2,0.29905791599999976,0.0011015216016062807,5.95,0,1,1,0,0,0,-1,0,0,0,-1,0,1,0,0,,,1.9342813113834067e+25
44,3,Ru,45.0,45.00011672065,0,7.563044827,0.0002593792222190435,5.95,0,0,0,0,0,1,-1,0,0,1,-1,1,1,0,0,,,4.835703278458517e+24
44,4,Ru,59.0,59.0002396746,1,2.479001667,0.0004062281355984242,5.95,0,0,0,0,0,0,1,-1,1,0,-1,1,0,0,0,,,1.2089258196146292e+24
44,5,Ru,76.0,76.00000035880001,1,3.1932773260000005,4.7210527417231977e-07,5.95,0,1,0,0,0,1,0,0,-1,0,1,0,0,0,0,,,3.022314549036573e+23
44,6,Ru,93.0,92.9999435414,1,3.907560653,6.070817204256669e-05,5.95,1,0,-1,-1,0,0,-1,0,0,1,0,0,1,0,0,,,7.555786372591432e+22
44,7,Ru,110.0,109.9994377132,1,4.621825114,0.0005111698181859869,5.95,1,0,0,-1,0,0,-1,0,0,0,0,0,1,-1,1,,,1.888946593147858e+22
44,8,Ru,178.41,178.40625527480003,1,7.496061146000001,0.0020989435569559777,5.95,1,-1,0,0,0,1,0,-1,0,0,1,0,0,1,0,,,4.722366482869645e+21
44,9,Ru,198.0,198.00004514639997,2,2.0798324069999996,2.2801212105835043e-05,5.95,0,0,0,0,0,1,0,-1,0,1,0,0,1,-1,0,,,1.1805916207174113e+21
44,10,Ru,219.9,219.8978629428,1,9.239406006,0.0009718313779001119,5.95,1,-1,0,0,0,0,0,0,0,-1,0,0,1,0,1,,,2.9514790517935283e+20
44,11,Ru,245.0,245.0012027792,1,10.294168184,0.0004909302857199969,5.95,1,0,0,0,0,-1,-1,0,0,1,0,1,0,0,1,,,7.378697629483821e+19
44,12,Ru,271.0,271.00204930259997,1,11.386640727,0.0007562002213916126,5.95,0,0,1,1,0,0,0,-1,0,0,0,0,1,0,1,,,1.8446744073709552e+19
44,13,Ru,295.9,295.89959698879994,3,0.7770472609999999,0.0001361984454325964,5.95,0,0,1,0,-1,0,-1,0,0,0,0,-1,0,0,1,,,4.611686018427388e+18
44,14,Ru,348.0,347.99991699759994,2,3.655461312999999,2.385126438524424e-05,5.95,0,0,1,0,0,0,-1,0,0,1,1,1,0,-1,0,,,1.152921504606847e+18
44,15,Ru,376.25,376.2497580631999,2,3.9522033409999993,6.430213955617579e-05,5.95,0,1,0,1,0,1,1,0,0,1,-1,0,0,0,0,,,2.8823037615171174e+17
44,16,Ru,670.0,669.9833286664,2,7.037640006999999,0.002488258746271002,5.95,0,1,0,0,-1,1,0,0,0,0,0,1,0,-1,1,,,7.205759403792794e+16
44,17,Ru,723.0,722.9975845736001,2,7.594512443,0.00033408387274146074,5.95,0,0,1,0,-1,1,0,0,1,0,0,0,0,1,0,,,1.8014398509481984e+16
44,18,Ru,784.0,784.0022670312001,2,8.235317931,0.0002891621428651498,5.95,0,0,0,0,0,1,1,0,-1,-1,0,0,1,1,0,,,4503599627370496.0
44,19,Ru,845.0,844.9996082360001,2,8.876046305000001,4.6362603540174436e-05,5.95,0,1,0,0,0,1,1,0,-1,0,1,1,0,0,0,,,1125899906842624.0
44,20,Ru,905.0,905.0003156824,2,9.506305837,3.488203315075567e-05,5.95,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,1,,,281474976710656.0
44,21,Ru,981.0,981.0022327504001,2,10.304645302,0.00022759942916815432,5.95,0,0,0,1,0,0,0,1,1,-1,1,0,1,0,0,,,70368744177664.0
44,22,Ru,1048.0,1048.0069418560001,3,2.7521190700000004,0.0006623908397079698,5.95,1,-1,0,0,1,1,1,0,-1,0,0,0,0,0,0,,,17592186044416.0
44,23,Ru,1115.0,1115.0213050032003,2,11.712408666000002,0.0019107626188581525,5.95,1,-1,0,0,0,0,1,0,1,0,1,0,0,1,0,,,4398046511104.0
44,24,Ru,1187.0,1186.9957385664,3,3.1171106579999996,0.00035900872788961356,5.95,1,0,0,0,0,-1,0,0,1,0,0,0,0,-1,1,,,1099511627776.0
44,25,Ru,1253.0,1253.0001220575996,3,3.290441496999999,9.74122901700388e-06,5.95,1,0,0,1,1,1,0,0,0,0,0,1,0,-1,0,,,274877906944.0
44,26,Ru,1447.0,1447.0021857983998,3,3.799900697999999,0.0001510572494644532,5.95,0,0,0,0,0,1,-1,1,0,0,0,0,1,1,-1,,,68719476736.0
44,27,Ru,1506.7,1506.7165967616,3,3.9567137519999998,0.0011015306032976181,5.95,1,0,0,1,0,0,-1,1,0,0,0,0,-1,0,1,,,17179869184.0
44,28,Ru,1577.0,1576.9952869887993,5,0.2588293209999999,0.00029885930251696656,5.95,1,1,1,0,0,0,-1,0,-1,0,1,0,0,0,0,,,4294967296.0
44,29,Ru,1659.0,1658.9859998656002,3,4.356580882,0.0008438899577934751,5.95,0,0,0,0,0,1,1,0,1,0,1,0,-1,0,0,,,1073741824.0
44,30,Ru,1743.0,1742.9874959168003,3,4.577173046,0.0007173885943603671,5.95,0,0,0,1,0,0,1,0,-1,1,-1,0,0,1,0,,,268435456.0
44,31,Ru,1794.0,1793.9993077888003,3,4.711132636,3.8584793742935984e-05,5.95,1,0,0,0,-1,0,-1,0,0,0,-1,1,0,0,1,,,67108864.0
44,32,Ru,1949.0,1948.9938748672,3,5.118156184,0.00031427053873677975,5.95,1,1,-1,0,0,0,0,0,0,-1,1,0,1,0,0,,,16777216.0
44,33,Ru,2013.04,2013.0372605952066,5,0.3303960840000011,0.0001360829786479145,5.95,0,0,0,0,1,0,0,0,0,1,0,-1,-1,1,0,,,4194304.0
44,34,Ru,4758.0,4758.0034206656,3,12.494756882,7.189292980371168e-05,5.95,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,,,1048576.0
44,35,Ru,4939.0,4938.9812634176005,3,12.970013822,0.00037935983801315297,5.95,0,1,0,0,1,0,0,1,-1,0,0,1,0,0,1,,,262144.0
44,36,Ru,5136.0,5136.070144128,4,3.37189479,0.0013657345794355672,5.95,0,0,1,0,0,0,-1,-1,1,0,0,0,1,0,0,,,65536.0
44,37,Ru,5330.0,5330.0086199808,4,3.499217844,0.00016172571857742146,5.95,0,0,1,0,-1,-1,-1,0,0,0,1,0,0,1,0,,,16384.0
44,38,Ru,5647.0,5646.997150592,4,3.7073248100000002,5.045879227460952e-05,5.95,0,0,0,0,0,1,0,-1,0,0,1,-1,1,0,0,,,4096.0
44,39,Ru,5861.0,5861.0165946527995,3,15.391325090999999,0.0002831368844828561,5.95,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,,,1024.0
44,40,Ru,6137.0,6137.0350668928,4,4.029040879,0.000571401218842871,5.95,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,256.0
44,41,Ru,6311.721,6311.67839456,4,4.143696425,0.0006750209649560509,5.95,1,0,0,-1,-1,1,0,0,0,0,0,0,0,1,0,,,64.0
44,42,Ru,26229.888,26229.806275993604,4,17.220198448,0.00031156826287338335,5.95,0,0,0,1,0,-1,0,0,1,0,0,1,0,1,1,,,16.0
44,43,Ru,27033.564,27033.58684006401,5,4.436972630000001,8.448780194756716e-05,5.95,0,1,0,0,0,0,-1,-1,0,0,1,0,0,1,0,,,4.0
45,0,Rh,7.4589,7.458744076350001,0,1.2535704330000002,0.0020904375980186456,5.95,0,0,0,0,1,-1,0,0,0,-1,1,-1,1,0,0,,,1.2379400392853803e+27
45,1,Rh,18.08,18.079878700712502,-1,12.154540303000001,0.0006709031388061789,5.95,0,0,0,1,0,0,1,0,0,-1,0,0,1,0,1,,,3.094850098213451e+26
45,2,Rh,31.06,31.060182526800002,0,5.220198744,0.0005876587250589248,5.95,1,1,0,0,-1,0,0,0,0,1,0,1,0,0,0,,,7.737125245533627e+25
45,3,Rh,42.0,42.00004279590001,0,7.058830722000001,0.00010189500001851165,5.95,0,1,0,0,-1,1,1,0,0,0,0,0,0,1,0,,,1.9342813113834067e+25
45,4,Rh,63.0,62.99940072720001,0,10.588134576000002,0.0009512266666478902,5.95,1,0,0,1,0,0,0,0,1,0,0,0,-1,1,1,,,4.835703278458517e+24
45,5,Rh,80.0,79.999318063,0,13.44526354,0.0008524212499949613,5.95,1,0,0,0,0,0,1,0,1,-1,0,0,1,0,1,,,1.2089258196146292e+24
45,6,Rh,97.0,96.999483847,1,4.075608565,0.0005321164948521907,5.95,1,1,-1,0,0,0,0,0,-1,1,0,1,0,0,0,,,3.022314549036573e+23
45,7,Rh,115.1,115.09966980399999,2,1.2090301449999998,0.0002868774978342978,5.95,0,0,1,0,-1,1,0,0,-1,1,0,0,0,0,0,,,7.555786372591432e+22
45,8,Rh,135.0,135.00024003340002,1,5.672278993000001,0.00017780251853225678,5.95,0,1,0,0,0,1,1,-1,0,0,0,1,0,0,0,,,1.888946593147858e+22
45,9,Rh,207.51,207.51034843140002,1,8.718922203,0.00016791065492144643,5.95,1,0,-1,0,0,1,0,-1,1,0,0,0,0,0,1,,,4.722366482869645e+21
45,10,Rh,228.0,227.9978453200001,2,2.394935350000001,0.0009450350876773572,5.95,0,0,1,-1,0,0,0,-1,0,0,0,0,0,1,0,,,1.1805916207174113e+21
45,11,Rh,252.1,252.0998620602,1,10.592431179,5.4716303053677574e-05,5.95,1,0,-1,-1,0,0,0,1,0,1,0,0,0,0,1,,,2.9514790517935283e+20
45,12,Rh,277.0,277.00082933040005,2,2.9096725770000003,0.00029939725633636497,5.95,0,0,0,0,0,1,0,0,0,-1,0,-1,-1,1,1,,,7.378697629483821e+19
45,13,Rh,306.0,305.99718100560005,1,12.857024412000001,0.0009212399999820394,5.95,0,0,0,0,0,0,1,1,-1,1,0,1,0,1,0,,,1.8446744073709552e+19
45,14,Rh,331.58,331.58059435480004,1,13.931957746000002,0.00017924929128937733,5.95,0,0,0,0,1,-1,-1,0,0,0,0,1,0,1,1,,,4.611686018427388e+18
45,15,Rh,389.3,389.298786744,2,4.08927297,0.0003116506550290767,5.95,0,0,1,1,0,0,0,0,1,0,-1,1,0,0,0,,,1.152921504606847e+18
45,16,Rh,415.97,415.97048312960004,3,1.0923594620000001,0.0001161452989430485,5.95,1,1,-1,1,0,0,0,0,-1,1,0,0,0,0,0,,,2.8823037615171174e+17
45,17,Rh,739.0,738.9894822072,2,7.7624945610000005,0.0014232466576437816,5.95,1,0,0,0,0,0,0,0,1,-1,0,-1,1,0,1,,,7.205759403792794e+16
45,18,Rh,794.0,793.9977046848002,2,8.340312024000001,0.0002890825188703827,5.95,0,0,0,0,1,0,0,-1,0,0,-1,0,0,1,1,,,1.8014398509481984e+16
45,19,Rh,857.0,856.9919116808002,2,9.002015879000002,0.000943794539069804,5.95,1,0,0,-1,0,0,0,-1,0,1,0,0,1,1,0,,,4503599627370496.0
45,20,Rh,921.0,921.0014899848001,2,9.674385399,0.00016177902280777132,5.95,0,1,1,0,1,0,0,1,-1,0,0,0,0,0,1,,,1125899906842624.0
45,21,Rh,984.0,984.0037701312003,3,2.5840435140000007,0.00038314341466732035,5.95,1,0,0,-1,0,0,0,0,-1,-1,1,0,0,1,0,,,281474976710656.0
45,22,Rh,1061.0,1060.99072198,2,11.144860525,0.0008744599434505803,5.95,0,0,0,0,1,1,0,-1,0,1,0,0,0,0,1,,,70368744177664.0
45,23,Rh,1131.0,1131.0011110944,3,2.970065943,9.823999999141181e-05,5.95,0,1,0,-1,0,0,0,0,0,0,0,-1,0,0,1,,,17592186044416.0
45,24,Rh,1202.0,1201.9986484296,2,12.626036223,0.00011244346089412456,5.95,1,0,0,1,0,0,0,0,-1,1,0,1,0,0,1,,,4398046511104.0
45,25,Rh,1274.0,1274.0015124256,3,3.3455922069999997,0.00011871472526786527,5.95,1,0,0,0,0,1,-1,0,1,0,-1,0,1,0,0,,,1099511627776.0
45,26,Rh,1344.0,1343.9828649688,2,14.117467069,0.0012749279166697424,5.95,0,0,1,-1,0,1,0,1,0,0,1,0,0,0,1,,,274877906944.0
45,27,Rh,1544.0,1544.0233164832,3,4.054683079,0.0015101349222801604,5.95,1,0,0,0,0,1,1,0,-1,1,0,0,0,0,0,,,68719476736.0
