Z,k,Symbole,E_exp_eV,E_pred_eV,m,Delta,Err_percent,Lambda_e,Eps_0,Eps_1,Eps_2,Eps_3,Eps_4,Eps_5,Eps_6,Eps_7,Eps_8,Eps_9,Eps_10,Eps_11,Eps_12,Eps_13,Eps_14,,,Factor_4_Zk
81,19,Tl,520.0,519.9994034816002,4,0.34138616300000013,0.00011471507688244086,5.95,1,-1,0,1,0,0,0,0,0,1,0,0,1,0,-1,,,2.1267647932558654e+37
81,20,Tl,570.0,569.9925394632,2,5.987316591,0.0013088661052550602,5.95,0,1,1,0,-1,0,0,0,0,1,-1,0,0,0,1,,,5.316911983139664e+36
81,21,Tl,600.0,600.0006126688003,3,1.5756318610000006,0.0001021114667120552,5.95,1,0,0,0,0,1,1,0,0,1,0,0,-1,0,0,,,1.329227995784916e+36
81,22,Tl,640.0,640.0153125744,2,6.722849922,0.0023925897500021165,5.95,0,1,1,1,0,-1,0,1,0,0,0,0,0,1,0,,,3.32306998946229e+35
81,23,Tl,700.0,699.9992196008001,2,7.352932979000001,0.00011148559998933445,5.95,1,1,-1,0,0,0,0,0,0,0,0,0,-1,1,1,,,8.307674973655724e+34
81,24,Tl,760.0,760.0067403208,2,7.983264079,0.0008868843157846353,5.95,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,,,2.076918743413931e+34
81,25,Tl,820.0,819.9960561352001,2,8.613403951,0.0004809591219399652,5.95,0,0,0,1,0,0,0,-1,-1,0,1,1,0,1,0,,,5.192296858534828e+33
81,26,Tl,880.0,880.0000631184001,2,9.243698142000001,7.172545469881119e-06,5.95,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,,,1.298074214633707e+33
81,27,Tl,930.0,929.9991833720001,2,9.768898985,8.78094623589942e-05,5.95,1,0,0,0,0,1,1,1,0,0,-1,0,0,0,1,,,3.2451855365842673e+32
81,28,Tl,990.0,989.998678256,3,2.599786445,0.00013350949495471662,5.95,0,0,0,1,1,-1,0,0,0,1,1,-1,0,0,0,,,8.112963841460668e+31
81,29,Tl,1060.0,1059.9870697919994,3,2.7835794899999984,0.0012198309434552357,5.95,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-1,,,2.028240960365167e+31
81,30,Tl,1110.0,1110.0023752832005,4,0.7287305510000004,0.0002139894775257392,5.95,0,1,1,0,0,1,0,1,0,0,0,-1,0,0,0,,,5.070602400912918e+30
81,31,Tl,1170.0,1170.0040422504,2,12.289958427,0.0003454914871847586,5.95,1,0,-1,0,0,-1,0,0,0,1,0,0,1,0,1,,,1.2676506002282294e+30
81,32,Tl,1230.0,1230.0070924735999,2,12.920242567999999,0.0005766238699080287,5.95,0,0,0,0,0,1,0,1,0,-1,1,1,1,0,0,,,3.1691265005705735e+29
81,33,Tl,1290.0,1290.0009649408,3,3.387607576,7.480161240553487e-05,5.95,0,0,1,0,0,1,1,-1,0,0,-1,0,1,0,0,,,7.922816251426434e+28
81,34,Tl,1350.0,1350.0028852352002,4,0.8862939110000001,0.00021372112594151448,5.95,0,1,0,0,-1,0,1,0,0,0,-1,-1,0,0,1,,,1.9807040628566084e+28
81,35,Tl,1625.0,1625.0321666431998,3,4.2674164039999996,0.001979485735375,5.95,0,0,1,0,0,1,-1,0,0,1,-1,0,1,0,0,,,4.951760157141521e+27
81,36,Tl,1681.0,1680.9737882784002,3,4.414321923,0.0015592933729799666,5.95,0,1,0,1,0,1,0,-1,0,0,0,-1,0,0,1,,,1.2379400392853803e+27
81,37,Tl,1740.0,1740.0018464640002,3,4.56933258,0.00010611862070168851,5.95,0,0,1,1,-1,0,0,1,-1,0,0,0,0,1,0,,,3.094850098213451e+26
81,38,Tl,1802.0,1801.9954704248003,2,18.928523849,0.0002513637735704809,5.95,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,,,7.737125245533627e+25
81,39,Tl,1862.0,1861.9815615296,3,4.889657462,0.0009902508270699358,5.95,0,0,0,0,1,0,0,0,1,0,-1,0,1,0,0,,,1.9342813113834067e+25
81,40,Tl,1920.0,1920.0003569152004,3,5.042017744000001,1.8589333355597166e-05,5.95,1,-1,0,-1,0,-1,0,0,0,0,1,0,1,0,0,,,4.835703278458517e+24
81,41,Tl,2014.0,2014.0060542560004,3,5.288881445000001,0.0003006085402395772,5.95,0,0,0,0,1,1,0,0,-1,0,1,-1,0,1,0,,,1.2089258196146292e+24
81,42,Tl,2075.0,2074.9823385536,3,5.449008242,0.0008511540433672447,5.95,0,1,0,-1,0,1,1,0,-1,0,0,0,1,0,0,,,3.022314549036573e+23
81,43,Tl,2140.0,2140.0024500063996,3,5.619754332999999,0.00011448628035574313,5.95,0,0,0,0,0,1,1,1,1,1,0,0,-1,0,0,,,7.555786372591432e+22
81,44,Tl,2202.0,2201.9910476928,3,5.782539516,0.0004065534604977819,5.95,0,1,1,0,-1,0,1,0,1,1,0,0,0,0,0,,,1.888946593147858e+22
81,45,Tl,2447.0,2446.9939368448,3,6.4259294559999995,0.00024777912546307244,5.95,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,1,,,4.722366482869645e+21
81,46,Tl,2508.0,2507.9723684736,4,1.646515473,0.001101735502392362,5.95,0,0,1,0,1,0,0,-1,0,-1,-1,0,0,0,1,,,1.1805916207174113e+21
81,47,Tl,2574.0,2574.0062392128,3,6.759470166,0.00024239365968182694,5.95,0,0,1,0,0,0,-1,1,0,0,-1,0,1,1,0,,,2.9514790517935283e+20
81,48,Tl,2635.0,2635.0094845312,3,6.919667764000001,0.00035994425806782076,5.95,0,0,0,1,0,-1,-1,0,0,-1,0,0,0,1,1,,,7.378697629483821e+19
81,49,Tl,2854.0,2853.9777379904,3,7.494689438,0.0007800283672083558,5.95,0,1,-1,1,0,0,0,1,0,-1,0,0,0,0,1,,,1.8446744073709552e+19
81,50,Tl,2925.0,2925.0102027776,4,1.9203060680000001,0.0003488129094075392,5.95,0,0,1,-1,0,1,0,-1,0,1,0,0,0,0,0,,,4.611686018427388e+18
81,51,Tl,3094.0,3094.003472896001,5,0.5078130700000001,0.00011224615387388081,5.95,0,1,0,-1,-1,1,0,0,0,0,0,-1,0,1,0,,,1.152921504606847e+18
81,52,Tl,3164.7,3164.7253754816,3,8.310728402,0.0008018289759013274,5.95,0,0,0,0,0,1,1,-1,0,-1,0,0,1,1,0,,,2.8823037615171174e+17
81,53,Tl,5234.0,5233.9187040896,3,13.744534412,0.0015532271761483302,5.95,1,0,0,0,0,1,-1,0,0,1,0,1,0,0,1,,,7.205759403792794e+16
81,54,Tl,5371.0,5370.9361395648,3,14.104349106,0.0011889859467470783,5.95,0,0,0,0,0,0,0,1,-1,-1,0,0,1,1,1,,,1.8014398509481984e+16
81,55,Tl,5518.0,5517.993359424001,3,14.490528780000002,0.00012034389269612275,5.95,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,,,4503599627370496.0
81,56,Tl,5674.0,5673.9534106304,3,14.900087738,0.0008211027423341931,5.95,0,0,0,0,1,0,0,1,0,1,-1,0,0,1,1,,,1125899906842624.0
81,57,Tl,5824.0,5823.9758526880005,3,15.294054235,0.000414617307683954,5.95,1,-1,0,0,0,1,0,0,0,1,0,1,0,0,1,,,281474976710656.0
81,58,Tl,5969.0,5969.0024942464,4,3.918725377,4.178667112903671e-05,5.95,0,0,0,0,1,-1,0,0,1,-1,0,0,1,0,0,,,70368744177664.0
81,59,Tl,6241.0,6241.052259366401,4,4.097329477000001,0.0008373556545570208,5.95,1,0,0,0,0,-1,0,0,0,-1,0,-1,0,1,1,,,17592186044416.0
81,60,Tl,6392.0,6392.0375660288,4,4.196453234,0.000587703829787688,5.95,0,0,1,0,-1,0,-1,0,1,-1,0,0,0,0,1,,,4398046511104.0
81,61,Tl,6560.0,6559.983838352001,3,17.226848315,0.00024636658535167423,5.95,0,0,0,0,1,0,1,0,-1,0,0,1,0,1,1,,,1099511627776.0
81,62,Tl,6714.0,6714.0104883712,4,4.407832516,0.00015621643133979413,5.95,0,1,0,0,0,0,1,1,0,0,-1,-1,0,0,1,,,274877906944.0
81,63,Tl,7146.0,7145.940754176001,5,1.1728500450000001,0.000829076742218521,5.95,1,-1,0,0,-1,-1,0,0,1,1,0,0,0,0,0,,,68719476736.0
81,64,Tl,7281.0,7280.913771174401,4,4.780011667,0.0011842992116383973,5.95,0,0,1,-1,0,-1,0,0,1,0,0,0,0,1,0,,,17179869184.0
81,65,Tl,7430.0,7430.0392338816,4,4.877914413,0.0005280468586811838,5.95,1,-1,-1,0,0,0,0,0,1,0,0,-1,0,0,1,,,4294967296.0
81,66,Tl,7570.0,7569.935964416,5,1.242439595,0.0008459126023726797,5.95,0,1,1,1,0,-1,0,-1,0,0,1,0,0,0,0,,,1073741824.0
81,67,Tl,8260.0,8260.0074078592,4,5.422798981,8.96835254311345e-05,5.95,0,0,1,0,0,-1,-1,0,0,0,0,1,1,0,0,,,268435456.0
81,68,Tl,8420.0,8420.0012407168,4,5.527836949,1.473535391516738e-05,5.95,1,0,0,0,1,-1,1,0,0,0,0,1,0,0,0,,,67108864.0
81,69,Tl,8730.0,8729.9558957184,4,5.731326087,0.0005052036838497652,5.95,1,0,-1,1,1,0,1,1,0,0,0,0,0,0,0,,,16777216.0
81,70,Tl,8880.0,8879.8872835456,4,5.829757933,0.0012693294414364918,5.95,1,0,1,-1,1,0,0,0,0,0,0,0,1,0,0,,,4194304.0
81,71,Tl,19070.0,19069.879060736,5,3.129903995,0.0006341859674945378,5.95,1,0,0,0,0,1,0,0,1,1,-1,0,0,0,0,,,1048576.0
81,72,Tl,19440.0,19439.738810777602,5,3.1906083920000006,0.0013435659588357052,5.95,1,0,0,0,0,0,0,0,1,-1,0,-1,0,0,1,,,262144.0
81,73,Tl,19840.0,19840.0404820352,4,13.025236661000001,0.00020404251613619575,5.95,0,0,0,0,1,0,-1,0,1,0,0,1,0,0,1,,,65536.0
81,74,Tl,20210.0,20209.9955539328,4,13.268116829,2.1999342898323943e-05,5.95,1,0,1,0,-1,0,0,1,0,0,0,0,0,1,1,,,16384.0
81,75,Tl,22780.0,22780.017957222404,5,3.7388422330000006,7.882889554091472e-05,5.95,0,0,0,0,0,1,1,-1,0,-1,0,0,0,1,0,,,4096.0
81,76,Tl,23250.0,23250.151602227197,5,3.8160043989999997,0.0006520525900952478,5.95,1,0,0,1,-1,0,1,-1,0,0,0,0,1,0,0,,,1024.0
81,77,Tl,23850.0,23849.865083699202,4,15.657737056000002,0.0005656867957990265,5.95,0,0,0,0,0,1,0,0,0,1,1,-1,1,0,1,,,256.0
81,78,Tl,24234.1,24234.2923103232,5,3.977529594,0.0007935525693143863,5.95,1,0,0,1,1,1,1,-1,0,0,0,0,0,0,0,,,64.0
81,79,Tl,96783.2,96780.81100656641,5,15.884455588000002,0.002468396822578039,5.95,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,,,16.0
81,80,Tl,98592.12,98591.22830986242,5,16.181596033,0.0009044233327955878,5.95,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,,,4.0
82,0,Pb,7.4166799,7.416673606212501,-1,4.985999063,8.485990475559738e-05,5.95,1,0,1,-1,0,0,0,-1,0,1,0,0,0,1,0,,,2.3384026197294447e+49
82,1,Pb,15.032499,15.03245033395,-1,10.105848964,0.0003237389205797246,5.95,0,1,0,0,0,1,0,1,0,1,0,-1,0,0,1,,,5.846006549323612e+48
82,2,Pb,31.9373,31.937642140600005,0,5.367670948000001,0.001071288430782722,5.95,1,1,0,0,0,-1,-1,0,0,0,0,1,0,1,0,,,1.461501637330903e+48
82,3,Pb,42.33256,42.3323707996,1,1.778671042,0.00044693824328425876,5.95,0,1,0,0,0,1,0,1,-1,0,0,0,1,-1,0,,,3.6537540933272573e+47
82,4,Pb,68.8,68.80027643055,0,11.563071669,0.00040178859011956415,5.95,1,0,0,1,-1,0,0,0,0,0,0,0,0,1,1,,,9.134385233318143e+46
82,5,Pb,82.9,82.8997675856,0,13.932734048,0.0002803551266619629,5.95,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,,,2.283596308329536e+46
82,6,Pb,100.1,100.100588623,1,4.205907085,0.0005880349650337,5.95,0,1,0,0,0,0,0,1,-1,0,1,-1,1,0,0,,,5.70899077082384e+45
82,7,Pb,120.0,120.00002230720003,1,5.042017744000001,1.8589333355597166e-05,5.95,1,-1,0,-1,0,-1,0,0,0,0,1,0,1,0,0,,,1.42724769270596e+45
82,8,Pb,138.0,137.99725377200002,2,1.4495509850000001,0.0019900202898392363,5.95,0,1,0,-1,0,0,0,0,-1,0,-1,0,0,0,1,,,3.5681192317649e+44
82,9,Pb,158.0,158.00026212879993,2,1.6596666189999993,0.00016590430375431367,5.95,0,0,1,0,-1,0,0,1,-1,0,0,0,0,-1,1,,,8.92029807941225e+43
82,10,Pb,182.0,182.00000822220002,1,7.647059169,4.517692320360356e-06,5.95,1,1,0,0,0,1,0,1,0,0,0,-1,0,0,1,,,2.2300745198530623e+43
82,11,Pb,203.0,203.00311388000003,1,8.529542600000001,0.001533931034497149,5.95,0,1,-1,0,0,-1,0,0,0,1,1,0,0,1,0,,,5.575186299632656e+42
82,12,Pb,224.0,223.9991270188,1,9.411728026,0.0003897237499954949,5.95,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,,,1.393796574908164e+42
82,13,Pb,245.1,245.10297624400008,2,2.5746110950000007,0.0012142978376503046,5.95,0,0,0,0,0,0,1,0,-1,0,0,0,-1,0,1,,,3.48449143727041e+41
82,14,Pb,338.1,338.099744437,1,14.205871615,7.558799171726498e-05,5.95,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,,,8.711228593176025e+40
82,15,Pb,374.0,374.0009112,2,3.9285810000000003,0.00024363636364135098,5.95,0,1,0,0,0,-1,0,0,1,0,1,0,0,0,0,,,2.1778071482940062e+40
82,16,Pb,401.0,401.00564546000004,2,4.212244175,0.0014078453865434646,5.95,0,0,0,1,0,0,0,1,0,-1,0,1,0,0,0,,,5.444517870735016e+39
82,17,Pb,427.0,427.00083265279994,3,1.1213257159999999,0.00019500065572434063,5.95,1,0,1,0,1,-1,0,0,0,0,0,-1,1,0,0,,,1.361129467683754e+39
82,18,Pb,478.0,477.9963567568001,2,5.020970134000001,0.0007621847698571923,5.95,0,1,0,-1,0,-1,0,1,-1,0,0,0,0,0,1,,,3.402823669209385e+38
82,19,Pb,507.0,506.99750803520016,3,1.3314010190000003,0.0004915117948411207,5.95,0,0,0,1,0,0,1,1,-1,0,1,0,-1,0,0,,,8.507059173023462e+37
82,20,Pb,570.0,569.9925394632,2,5.987316591,0.0013088661052550602,5.95,0,1,1,0,-1,0,0,0,0,1,-1,0,0,0,1,,,2.1267647932558654e+37
82,21,Pb,610.0,609.9996038528001,2,6.407558864,6.494216392161806e-05,5.95,1,-1,0,0,0,0,0,1,0,-1,1,1,0,0,0,,,5.316911983139664e+36
82,22,Pb,650.0,649.9898242208,3,1.7069060509999998,0.001565504492313826,5.95,1,0,0,-1,1,0,-1,0,0,0,0,0,-1,0,1,,,1.329227995784916e+36
82,23,Pb,690.0,690.0039530216,2,7.2479406829999995,0.0005729016811528709,5.95,0,1,-1,1,0,0,0,0,0,1,-1,0,0,0,1,,,3.32306998946229e+35
82,24,Pb,750.0,749.999274052,2,7.878143635000001,9.679306666233363e-05,5.95,0,0,1,0,0,0,1,0,1,1,0,-1,0,1,0,,,8.307674973655724e+34
82,25,Pb,810.0,809.9974641248,2,8.508376724,0.00031307101234693776,5.95,0,1,0,1,0,0,-1,0,1,1,0,0,1,0,0,,,2.076918743413931e+34
82,26,Pb,870.0,870.0028755936002,3,2.284671417,0.0003305280000174322,5.95,0,1,-1,0,0,0,0,0,0,0,1,1,-1,0,0,,,5.192296858534828e+33
82,27,Pb,930.0,929.9991833720001,2,9.768898985,8.78094623589942e-05,5.95,1,0,0,0,0,1,1,1,0,0,-1,0,0,0,1,,,1.298074214633707e+33
82,28,Pb,990.0,989.998678256,3,2.599786445,0.00013350949495471662,5.95,0,0,0,1,1,-1,0,0,0,1,1,-1,0,0,0,,,3.2451855365842673e+32
82,29,Pb,1050.0,1050.0027377896001,2,11.029440523000002,0.0002607418666792953,5.95,0,0,0,1,0,1,0,0,-1,1,1,0,0,1,0,,,8.112963841460668e+31
82,30,Pb,1120.0,1119.9988382408,2,11.764693679,0.00010372849999384925,5.95,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,,,2.028240960365167e+31
82,31,Pb,1180.0,1179.9921433160002,2,12.394875455000001,0.0006658206779459344,5.95,1,0,1,0,-1,0,0,1,0,0,0,1,0,0,1,,,5.070602400912918e+30
82,32,Pb,1240.0,1240.0025301272,2,13.025236661000001,0.00020404251613619575,5.95,0,0,0,0,1,0,-1,0,1,0,0,1,0,0,1,,,1.2676506002282294e+30
82,33,Pb,1300.0,1300.0035568744,2,13.655499547,0.0002736057230707117,5.95,1,0,-1,1,0,0,0,1,0,0,0,1,0,0,1,,,3.1691265005705735e+29
82,34,Pb,1360.0,1359.9863702431999,3,3.5713927789999995,0.001002188000009429,5.95,1,0,1,-1,0,0,0,0,0,1,-1,0,1,0,0,,,7.922816251426434e+28
82,35,Pb,1430.0,1430.0017228000002,3,3.7552566250000003,0.0001204755244861781,5.95,1,-1,0,0,0,1,0,0,1,0,0,0,-1,1,0,,,1.9807040628566084e+28
82,36,Pb,1704.0,1703.9875783168027,5,0.27967233100000044,0.0007289720186219002,5.95,1,1,0,0,1,-1,0,0,0,0,0,0,-1,1,0,,,4.951760157141521e+27
82,37,Pb,1760.0,1759.9910034112,3,4.621825114,0.0005111698181859869,5.95,1,0,0,-1,0,0,-1,0,0,0,0,0,1,-1,1,,,1.2379400392853803e+27
82,38,Pb,1819.0,1819.0132422112001,3,4.776820489,0.0007279940186983098,5.95,1,0,0,0,1,0,-1,0,-1,0,1,1,0,0,0,,,3.094850098213451e+26
82,39,Pb,1884.0,1884.0007236735999,3,4.947480892,3.841154988590084e-05,5.95,0,1,0,0,-1,0,0,1,0,0,1,-1,0,1,0,,,7.737125245533627e+25
82,40,Pb,1945.0,1944.9968171872001,3,5.107659709,0.00016364076091917047,5.95,1,0,0,1,0,-1,0,0,0,-1,0,1,1,0,0,,,1.9342813113834067e+25
82,41,Pb,2004.0,2003.9949342111997,3,5.262591738999999,0.000252783872268767,5.95,0,0,0,1,-1,0,0,0,0,-1,0,1,1,0,0,,,4.835703278458517e+24
82,42,Pb,2101.0,2101.0057235104,3,5.517346963,0.0002724183912424013,5.95,1,1,0,0,1,0,1,-1,0,0,0,1,0,0,0,,,1.2089258196146292e+24
82,43,Pb,2163.0,2162.9863613344005,3,5.680111243000001,0.000630543948197,5.95,1,0,-1,0,0,0,0,1,0,0,1,-1,0,1,0,,,3.022314549036573e+23
82,44,Pb,2230.0,2229.9976257216003,3,5.856086202,0.00010646988339267981,5.95,1,0,0,-1,-1,0,0,0,0,-1,1,0,0,0,1,,,7.555786372591432e+22
82,45,Pb,2292.0,2292.0183282752005,3,6.018955694000001,0.0007996629668618807,5.95,0,0,1,1,0,0,0,0,-1,0,0,1,-1,0,1,,,1.888946593147858e+22
82,46,Pb,2543.0,2542.978768691202,5,0.41737440400000025,0.000834892205984206,5.95,0,1,0,0,0,-1,1,-1,0,-1,0,0,1,0,0,,,4.722366482869645e+21
82,47,Pb,2605.0,2604.9565093888045,5,0.4275466960000007,0.0016695052282328614,5.95,0,0,0,1,1,0,1,-1,1,0,0,-1,0,0,0,,,1.1805916207174113e+21
82,48,Pb,2671.0,2670.9538145696,3,7.014059387,0.0017291437813505594,5.95,0,0,0,0,1,0,0,1,0,-1,-1,0,1,1,0,,,2.9514790517935283e+20
82,49,Pb,2735.0,2735.008617062396,5,0.44889190799999934,0.00031506626675840467,5.95,0,0,1,0,0,0,0,0,1,1,0,0,0,-1,0,,,7.378697629483821e+19
82,50,Pb,2965.0,2965.0562693696,3,7.786387262,0.001897786495789505,5.95,0,0,1,0,-1,0,0,0,0,-1,0,1,0,0,1,,,1.8446744073709552e+19
82,51,Pb,3036.0,3036.0158002944004,3,7.972730568,0.0005204313043602876,5.95,1,0,-1,1,0,0,-1,1,0,0,0,0,0,0,1,,,4.611686018427388e+18
82,52,Pb,3211.0,3210.99234624,3,8.4322278,0.00023836063531024236,5.95,1,0,0,0,0,0,1,0,0,0,0,1,0,-1,1,,,1.152921504606847e+18
82,53,Pb,3282.1,3282.0374878592,3,8.618795924,0.0019046385180145023,5.95,0,0,1,0,1,0,0,-1,0,0,0,1,0,1,0,,,2.8823037615171174e+17
82,54,Pb,5414.0,5414.0203869696,4,3.554372628,0.00037656020686576943,5.95,0,0,0,1,0,0,-1,-1,0,0,0,1,0,-1,1,,,7.205759403792794e+16
82,55,Pb,5555.0,5555.0511699871995,3,14.587844459,0.000921151884779489,5.95,1,0,-1,0,0,1,0,0,1,0,0,1,0,0,1,,,1.8014398509481984e+16
82,56,Pb,5703.0,5702.960557414399,5,0.9360163729999997,0.0006916111801005904,5.95,0,0,0,0,1,0,-1,1,0,1,-1,0,0,0,0,,,4503599627370496.0
82,57,Pb,5862.0,5861.9606987648,4,3.848451089,0.0006704407232970505,5.95,1,-1,0,0,0,0,0,-1,0,1,0,-1,0,0,1,,,1125899906842624.0
82,58,Pb,6015.0,6015.0102049408015,4,3.948930019000001,0.00016965820118846839,5.95,0,0,1,-1,0,-1,0,-1,0,0,1,0,0,1,0,,,281474976710656.0
82,59,Pb,6162.0,6162.016815718398,4,4.045441711999999,0.000272893839629875,5.95,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,0,,,70368744177664.0
82,60,Pb,6442.0,6441.9932588032,4,4.229249776,0.00010464447066514859,5.95,0,0,0,0,0,0,0,1,1,1,-1,-1,0,1,0,,,17592186044416.0
82,61,Pb,6597.0,6597.0027425792005,4,4.331015456,4.157312718596089e-05,5.95,1,0,0,0,1,0,0,1,-1,0,0,0,-1,0,1,,,4398046511104.0
82,62,Pb,6767.0,6766.878239094401,3,17.770163443,0.001799333613112616,5.95,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,,,1099511627776.0
82,63,Pb,6924.0,6924.0184546176,4,4.5457053929999995,0.0002665311611737858,5.95,1,0,0,0,1,0,1,1,0,0,0,1,0,-1,0,,,274877906944.0
82,64,Pb,7362.0,7362.012057164799,4,4.833253714,0.00016377566964743078,5.95,0,0,0,0,1,1,0,0,0,-1,-1,0,0,0,1,,,68719476736.0
82,65,Pb,7500.0,7500.152969164799,4,4.9239449639999995,0.0020395888639905026,5.95,0,1,0,0,-1,0,0,1,0,0,-1,0,0,0,1,,,17179869184.0
82,66,Pb,7650.0,7650.095863244801,4,5.0223843640000005,0.001253114311123747,5.95,0,0,0,1,1,0,1,-1,0,0,0,0,-1,0,1,,,4294967296.0
82,67,Pb,7790.0,7789.875071283201,4,5.114151176,0.001603706249028647,5.95,1,1,-1,0,1,1,0,0,1,0,0,0,0,0,0,,,1073741824.0
82,68,Pb,8520.0,8519.847223104,4,5.593387095,0.0017931560563431022,5.95,0,0,1,1,1,0,0,0,1,0,-1,1,0,0,0,,,268435456.0
82,69,Pb,8680.0,8680.0963427584,4,5.698592661999999,0.0011099396128946978,5.95,1,0,1,0,0,0,1,0,0,1,0,-1,1,0,0,,,67108864.0
82,70,Pb,9000.0,9000.022967756799,5,1.4771571309999998,0.0002551972977623033,5.95,0,1,0,1,-1,0,1,0,0,0,0,0,0,0,0,,,16777216.0
82,71,Pb,9150.0,9149.983276582401,4,6.007079357,0.00018276959124337397,5.95,0,1,1,0,1,0,1,-1,0,0,0,1,0,0,0,,,4194304.0
82,72,Pb,19590.0,19590.2101775744,4,12.861219917,0.001072881952023042,5.95,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,,,1048576.0
82,73,Pb,19970.0,19970.1489465856,5,3.277663627,0.0007458517055549977,5.95,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,0,1,,,262144.0
82,74,Pb,20380.0,20380.0005746176,5,3.344931817,2.8195171704654278e-06,5.95,1,0,0,0,0,-1,0,0,-1,1,0,0,1,0,0,,,65536.0
82,75,Pb,20750.0,20750.1973570304,4,13.622766122,0.0009511182187945605,5.95,1,0,1,0,-1,0,0,0,0,1,0,0,1,0,1,,,16384.0
82,76,Pb,23460.0,23460.154601318405,5,3.8504718030000005,0.000658999652196012,5.95,1,0,0,0,0,0,1,-1,0,1,-1,0,0,1,0,,,4096.0
82,77,Pb,23940.0,23939.99428387839,5,3.9292270029999985,2.387686553893575e-05,5.95,0,1,-1,0,0,0,1,0,0,1,0,0,1,-1,0,,,1024.0
82,78,Pb,24550.0,24550.033885440007,5,4.029351675000001,0.00013802623220772982,5.95,0,1,0,-1,0,1,0,1,0,0,0,-1,0,1,0,,,256.0
82,79,Pb,24938.2,24938.0396983424,4,16.372137407,0.0006427956211793132,5.95,0,1,0,0,0,-1,1,0,0,0,0,1,0,1,1,,,64.0
82,80,Pb,99491.8,99491.67195627521,5,16.329384184000002,0.0001286977668425901,5.95,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,,,16.0
82,81,Pb,101336.7,101332.83896924161,5,16.631571522,0.003810101136496099,5.95,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,,,4.0
83,0,Bi,7.285516,7.285537493850001,-1,4.897840332,0.00029502165667161977,5.95,0,0,0,0,0,1,0,-1,1,1,-1,1,0,0,0,,,9.353610478917779e+49
83,1,Bi,16.703,16.7030346364,-1,11.228930848000001,0.00020736634138981839,5.95,0,1,1,-1,0,0,0,0,0,0,0,1,0,0,1,,,2.3384026197294447e+49
83,2,Bi,25.57075,25.57064616645,0,4.297587591,0.00040606376426141817,5.95,0,0,1,0,0,0,1,1,1,1,0,0,0,-1,0,,,5.846006549323612e+48
83,3,Bi,45.37,45.36988086295,0,7.625190061,0.0002625899272637237,5.95,0,0,1,0,-1,0,1,1,0,0,0,0,0,1,0,,,1.461501637330903e+48
83,4,Bi,54.856,54.85635256535001,0,9.219555053,0.0006427106424206524,5.95,0,0,0,0,1,1,-1,1,0,1,1,0,0,0,0,,,3.6537540933272573e+47
83,5,Bi,88.4,88.39973881199992,2,0.9285686849999992,0.0002954615385535601,5.95,1,-1,0,0,0,0,0,1,0,0,0,1,0,-1,0,,,9.134385233318143e+46
83,6,Bi,103.0,103.00096531760002,1,4.327771652000001,0.000937201553417421,5.95,0,0,0,1,1,0,-1,-1,0,1,1,0,0,0,0,,,2.283596308329536e+46
83,7,Bi,122.0,121.99952116379998,1,5.126030300999999,0.00039248868853851264,5.95,0,1,0,1,0,0,0,0,0,0,-1,0,1,-1,1,,,5.70899077082384e+45
83,8,Bi,143.0,142.99959898559987,3,0.37552415699999964,0.000280429650437505,5.95,0,0,1,0,-1,0,1,1,0,-1,0,0,0,0,0,,,1.42724769270596e+45
83,9,Bi,161.1,161.0997360336,1,6.768896472,0.00016385251395678666,5.95,0,0,0,0,0,0,1,1,0,-1,0,-1,1,1,0,,,3.5681192317649e+44
83,10,Bi,183.0,182.9981244826,1,7.6889968269999995,0.0010248728961798526,5.95,1,0,0,0,0,-1,0,0,1,0,0,0,1,-1,1,,,8.92029807941225e+43
83,11,Bi,208.0,208.0001061166,1,8.739500257,5.101759615108939e-05,5.95,0,1,0,1,0,0,1,0,-1,0,1,0,1,0,0,,,2.2300745198530623e+43
83,12,Bi,229.0,229.000538368,4,0.15034174,0.00023509519651002155,5.95,0,1,-1,-1,0,0,0,0,0,0,-1,0,1,0,0,,,5.575186299632656e+42
83,13,Bi,252.0,251.99760290880005,1,10.588134576000002,0.0009512266666478902,5.95,1,0,0,1,0,0,0,0,1,0,0,0,-1,1,1,,,1.393796574908164e+42
83,14,Bi,272.6,272.60105546799997,2,2.8634564649999996,0.00038718561993663546,5.95,1,0,0,1,0,0,0,0,0,1,-1,0,0,-1,1,,,3.48449143727041e+41
