k,D,a,b,err,approx
9,979,5347,-2033,5.092601813002922e-09,2.5249273010168514
9,790,1289,499,5.18240926146841e-09,2.524927300790094
9,895,3015,-534,5.21033773661056e-09,2.524927327031025
9,920,1852,333,5.378990965155046e-09,2.5249273002937396
9,209,-120,458,5.622293957433356e-09,2.5249273280711844
9,418,-240,916,5.622293957433356e-09,2.5249273280711844
9,836,-480,1832,5.622293957433356e-09,2.5249273280711844
9,627,-360,1374,5.622294133315334e-09,2.524927328071185
9,964,4421,-1405,5.870926877167931e-09,2.5249273286989644
9,905,926,961,6.294540379599549e-09,2.5249273297685577
9,696,1046,503,6.496407336720079e-09,2.524927330278257
9,130,563,-166,6.57360246443711e-09,2.5249272972774324
9,260,1126,-332,6.57360246443711e-09,2.5249272972774324
9,390,1689,-498,6.57360246443711e-09,2.5249272972774324
9,520,2252,-664,6.57360246443711e-09,2.5249272972774324
9,650,2815,-830,6.57360246443711e-09,2.5249272972774324
9,780,3378,-996,6.57360246443711e-09,2.5249272972774324
9,910,3941,-1162,6.57360246443711e-09,2.5249272972774324
9,487,1166,45,6.871540203135755e-09,2.5249273312254403
9,974,2332,90,6.871540203135755e-09,2.5249273312254403
9,981,1009,1038,6.931254948721853e-09,2.524927296374386
9,851,446,1204,6.985890398670099e-09,2.5249272962364353
9,721,-117,1370,7.0602279718932696e-09,2.5249272960487383
9,591,-680,1536,7.16726904007479e-09,2.5249272957784674
9,765,2452,-368,7.212837246419789e-09,2.5249273320871906
9,834,3858,-1239,7.810721296003937e-09,2.5249273335968043
9,278,1286,-413,7.810721471885915e-09,2.5249273335968048
9,556,2572,-826,7.810721471885915e-09,2.5249273335968048
9,984,243,1585,7.851815768360764e-09,2.524927333700565
9,971,3098,-457,8.066804928083493e-09,2.5249272935072047
9,841,2535,-291,8.29762100346354e-09,2.524927292924411
9,903,5264,-2110,8.317234658103613e-09,2.5249273348757137
9,775,363,1127,8.45306743017449e-09,2.5249273352186816
9,912,-397,1909,8.548116337461393e-09,2.5249272922919284
9,711,1972,-125,8.612842488241899e-09,2.5249272921284995
9,844,1769,256,8.942474511110085e-09,2.524927336454399
9,581,1409,41,9.069126947465969e-09,2.5249272909764144
9,961,5187,-1952,9.225987817042654e-09,2.524927290580352
9,913,3175,-615,9.357907390988715e-09,2.5249273375033368
9,566,483,669,9.498353019692229e-09,2.5249273378579518
9,831,4624,-1786,9.640921895632149e-09,2.5249272895326738
9,982,4581,-1486,9.714959765965091e-09,2.524927338404868
9,451,846,207,9.788457502744107e-09,2.524927289160157
9,902,1692,414,9.788457502744107e-09,2.524927289160157
9,635,1889,-202,1.0035258084033612e-08,2.524927339213598
9,854,-320,1751,1.0047722488038713e-08,2.5249273392450697
9,701,4061,-1620,1.0209754287763702e-08,2.5249272880964133
9,772,1129,580,1.0329819240521812e-08,2.524927287793258
9,923,1086,880,1.0376030471377769e-08,2.5249273400740235
9,704,3295,-1073,1.04669174834232e-08,2.5249273403035066
9,992,2492,9,1.0658666478004904e-08,2.524927340787659
9,571,3498,-1454,1.1037599626315629e-08,2.524927286006164
9,892,3781,-1081,1.1056609126361845e-08,2.5249272859581664
9,321,283,373,1.1090423843656146e-08,2.5249272858727867
9,642,566,746,1.1090423843656146e-08,2.5249272858727867
9,963,849,1119,1.1090424019538123e-08,2.5249272858727863
9,645,-200,1293,1.148169863035144e-08,2.5249273428657553
10,391,749,377,1.0789875376630055e-10,3.279177782646181
10,782,1498,754,1.0789875376630055e-10,3.279177782646181
10,995,6548,-2323,1.6007796433152718e-10,3.2791777835249243
10,745,3877,-1014,2.379540418791622e-10,3.2791777822197066
10,641,3420,-932,4.5922781101362075e-10,3.27917778450589
10,923,-424,2440,5.017536495868103e-10,3.2791777813546608
10,678,1041,836,5.711857182530393e-10,3.2791777848730197
10,886,1955,672,6.275592384374546e-10,3.279177780942122
10,891,6091,-2241,7.081014673354807e-10,3.279177785321991
10,849,4334,-1096,7.643302160568203e-10,3.2791777804936255
10,928,3712,-473,7.799755556669839e-10,3.2791777855576787
10,965,1333,1295,8.463381713766114e-10,3.2791777857752935
10,495,1206,295,1.0380386110786388e-09,3.279177779596087
10,990,2412,590,1.0380386110786388e-09,3.279177779596087
10,953,4791,-1178,1.1758208221075322e-09,3.2791777791442747
10,458,3585,-1473,1.3247339136992337e-09,3.279177778655962
10,787,5634,-2159,1.40096455319601e-09,3.279177787594012
10,537,2963,-850,1.4264538105873102e-09,3.279177787677596
10,824,3255,-391,1.450798574401013e-09,3.2791777877574266
10,287,292,459,1.4963495813017812e-09,3.2791777879067965
10,574,584,918,1.4963495813017812e-09,3.2791777879067965
10,861,876,1377,1.4963495813017812e-09,3.2791777879067965
10,599,1663,213,1.6451918445724457e-09,3.2791777776051236
10,740,-259,1899,1.8435292906939364e-09,3.27917777695474
10,562,4042,-1555,1.918805711548215e-09,3.279177776707895
10,970,5469,-1618,2.0656207680548216e-09,3.279177789773538
10,703,2120,131,2.072703600158517e-09,3.2791777762032366
10,844,198,1817,2.175180533976989e-09,3.2791777758671965
10,683,5177,-2077,2.3048314370676393e-09,3.279177790557952
10,720,2798,-309,2.315415057123162e-09,3.279177790592658
10,757,419,1459,2.3249640148981443e-09,3.2791777906239705
10,666,4499,-1637,2.327341706738385e-09,3.279177775368233
10,807,2577,49,2.3900265314070933e-09,3.2791777751626783
10,948,655,1735,2.434064547863072e-09,3.27917777501827
10,770,4956,-1719,2.6255198646949717e-09,3.2791777743904538
10,911,3034,-33,2.634898049022865e-09,3.279177774359701
10,470,127,1000,2.830947726832162e-09,3.279177792283181
10,940,254,2000,2.830947726832162e-09,3.279177792283181
10,903,2633,232,2.8440662694750073e-09,3.279177792326199
10,874,5413,-1801,2.852735764311531e-09,3.2791777736453724
10,433,2506,-768,2.858305876824437e-09,3.2791777923728933
10,866,5012,-1536,2.858305876824437e-09,3.2791777923728933
10,978,5870,-1883,3.031627653773875e-09,3.279177773058754
10,653,-38,1541,3.4175168688772284e-09,3.2791777942066456
10,616,2341,-227,3.4719797849446467e-09,3.279177794385239
10,836,-203,2082,3.747286624848299e-09,3.2791777952880192
10,799,2176,314,3.804546514748176e-09,3.2791777954757846
10,762,4555,-1454,3.867367037270956e-09,3.2791777956817842
10,453,-551,1440,3.959523214841042e-09,3.2791777700160196
10,982,2011,855,4.013162599321031e-09,3.279177796159874
10,557,-94,1358,4.066974382372109e-09,3.279177769663668
10,945,4390,-913,4.0719859939367244e-09,3.279177796352766
10,661,363,1276,4.140613490795533e-09,3.2791777694221924
10,765,820,1194,4.19423012353951e-09,3.279177769246374
10,869,1277,1112,4.2350138291837904e-09,3.279177769112637
10,973,1734,1030,4.267078744563521e-09,3.2791777690074904
10,936,4113,-738,4.535006979795324e-09,3.279177768128906
10,104,457,-82,4.535007115222324e-09,3.2791777681289056
10,208,914,-164,4.535007115222324e-09,3.2791777681289056
10,312,1371,-246,4.535007115222324e-09,3.2791777681289056
10,416,1828,-328,4.535007115222324e-09,3.2791777681289056
10,520,2285,-410,4.535007115222324e-09,3.2791777681289056
10,624,2742,-492,4.535007115222324e-09,3.2791777681289056
10,728,3199,-574,4.535007115222324e-09,3.2791777681289056
10,832,3656,-656,4.535007115222324e-09,3.2791777681289056
10,899,6492,-2506,4.824989637415634e-09,3.2791777671780014
10,183,-165,541,4.9240058696743e-09,3.279177799146691
10,366,-330,1082,4.9240058696743e-09,3.279177799146691
10,549,-495,1623,4.9240058696743e-09,3.279177799146691
10,732,-660,2164,4.9240058696743e-09,3.279177799146691
10,878,1554,937,5.025702066837364e-09,3.2791777994801707
10,695,1719,396,5.052479641280336e-09,3.279177799567979
10,512,1884,-145,5.098399009621297e-09,3.279177799718557
10,841,3933,-831,5.1363466030300975e-09,3.279177799842994
10,329,2049,-686,5.195401848669912e-09,3.2791778000366465
10,658,4098,-1372,5.195401848669912e-09,3.2791778000366465
10,987,6147,-2058,5.195401848669912e-09,3.2791778000366465
10,931,-23,2175,5.834266939354266e-09,3.2791777638684017
10,827,-480,2257,5.997656364691521e-09,3.2791777633326187
10,998,2813,325,6.0082588091000535e-09,3.2791777632978514
10,957,932,1560,6.045245818797353e-09,3.279177802823436
10,894,2356,407,6.1796437090944806e-09,3.27917776273585
10,920,3311,-208,6.187392706611524e-09,3.279177803289561
10,774,1097,1019,6.310345254851679e-09,3.279177803692744
10,961,5192,-1443,6.3362550130781985e-09,3.2791777622222935
10,883,5690,-1976,6.34145229505991e-09,3.2791778037947497
10,790,1899,489,6.3961528855124525e-09,3.2791777620258777
10,737,3476,-749,6.501096622137211e-09,3.279177804318252
10,857,4735,-1361,6.554842993947256e-09,3.2791777615055047
10,686,1442,571,6.678309081371679e-09,3.2791777611006374
10,591,1262,478,6.73961783229267e-09,3.2791778051004052
10,753,4278,-1279,6.833810967370819e-09,3.279177760590719
10,554,3641,-1290,7.02204908038904e-09,3.2791778060265475
10,582,985,653,7.061304627764523e-09,3.279177759844727
10,999,2689,415,7.072207313832211e-09,3.2791778061910253
10,649,3821,-1197,7.202186491971034e-09,3.2791777593827502
10,962,5068,-1353,7.247646762781754e-09,3.2791778067663224
10,853,475,1642,7.335218059264448e-09,3.2791778070534843
10,408,1427,-63,7.553973157051592e-09,3.279177807770821
10,816,2854,-126,7.553973157051592e-09,3.279177807770821
11,647,1765,514,1.681864504290002e-11,3.8514772350228297
11,765,1436,1068,4.3594102290247645e-11,3.8514772347901514
11,883,1107,1622,8.786042459777239e-11,3.8514772346196606
11,529,2094,-40,1.0418314883547364e-10,3.851477235359312
11,940,4517,-634,1.643160543192334e-10,3.8514772355909126
11,411,2423,-594,2.417132532793024e-10,3.851477235889006
11,822,4846,-1188,2.417132532793024e-10,3.851477235889006
11,704,5175,-1742,3.450560694413772e-10,3.8514772362870286
11,118,-329,554,3.748408354761888e-10,3.851477233514362
11,236,-658,1108,3.748408354761888e-10,3.851477233514362
11,997,7927,-2890,3.876578689068072e-10,3.8514772364511085
11,293,2752,-1148,4.900182983540962e-10,3.8514772368453474
11,976,7098,-2361,5.538479527184599e-10,3.8514772328249203
11,919,3688,-105,8.40689192145615e-10,3.8514772317201578
11,801,4017,-659,9.093160529969108e-10,3.851477231455843
11,904,1936,1093,9.396788360036967e-10,3.8514772385772047
11,683,4346,-1213,1.001655907346175e-09,3.851477231100198
11,980,-51,2705,1.070267778728818e-09,3.851477230835941
11,961,5346,-1163,1.125397891397892e-09,3.8514772392924974
11,565,4675,-1767,1.1325657400040722e-09,3.851477230596002
11,786,2265,539,1.1370239538922401e-09,3.851477239337275
11,862,278,2151,1.1654654329285478e-09,3.8514772304692895
11,744,607,1597,1.290860063551042e-09,3.851477229986335
11,843,5675,-1717,1.3353957350798977e-09,3.8514772401012993
11,668,2594,-15,1.4040900485401311e-09,3.851477240365874
11,626,936,1043,1.4635283651072397e-09,3.851477229321307
11,493,-487,1687,1.5215527135659658e-09,3.8514772408182787
11,955,6269,-1832,1.5367601060322911e-09,3.8514772290392565
11,725,6004,-2271,1.6137515516062884e-09,3.8514772411733804
11,837,6598,-2386,1.7005672102389582e-09,3.851477228408357
11,508,1265,489,1.7164124622482642e-09,3.8514772283473295
11,868,-645,2820,1.7793575073549006e-09,3.851477241811208
11,550,2923,-569,1.7857515534677796e-09,3.8514772418358345
11,898,2859,424,1.892698990930046e-09,3.851477227668366
11,925,2765,564,1.9205622223871694e-09,3.8514772423550547
11,982,6175,-1692,2.0453745698043034e-09,3.8514772428357666
11,375,-158,1133,2.118284728974949e-09,3.8514772431165785
11,750,-316,2266,2.118284728974949e-09,3.8514772431165785
11,390,1594,-65,2.1223238142588626e-09,3.851477226783971
11,780,3188,-130,2.1223238142588626e-09,3.851477226783971
11,807,3094,10,2.25619741078024e-09,3.851477243647746
11,841,-551,2680,2.2968865540455684e-09,3.851477226111647
11,432,3252,-1123,2.3759133388554107e-09,3.851477244108829
11,864,6504,-2246,2.3759133388554107e-09,3.851477244108829
11,662,3517,-684,2.4338086625801175e-09,3.8514772255842944
11,934,5440,-1303,2.563871936169944e-09,3.8514772250833587
11,632,13,1712,2.583773223093102e-09,3.851477244909397
11,723,-222,2126,2.6105814265642762e-09,3.851477224903458
11,995,1701,1507,2.6843471384841835e-09,3.851477224619351
11,689,3423,-544,2.7067961738639032e-09,3.851477245383217
11,889,184,2291,2.7801267299784583e-09,3.851477245665648
11,946,3594,35,2.8578969361007726e-09,3.851477245965178
11,272,1923,-619,2.8804229942886467e-09,3.8514772238641695
11,544,3846,-1238,2.8804229942886467e-09,3.8514772238641695
11,816,5769,-1857,2.8804229942886467e-09,3.8514772238641695
11,877,2030,953,2.9950902387143327e-09,3.851477223422531
11,605,107,1572,3.0466431723412102e-09,3.8514772232239762
11,970,8021,-3030,3.185225768091678e-09,3.8514772226902285
11,257,171,579,3.262988133568851e-09,3.8514772475253776
11,514,342,1158,3.262988133568851e-09,3.8514772475253776
11,771,513,1737,3.262988133568851e-09,3.8514772475253776
11,828,3923,-519,3.3186010224321514e-09,3.8514772477395693
11,571,3752,-1098,3.343631705528309e-09,3.8514772478359744
11,885,7333,-2775,3.367050328922657e-09,3.8514772479261707
11,759,2359,399,3.4024545314518113e-09,3.851477221853577
11,913,4611,-774,3.6382331081806412e-09,3.851477220945481
11,487,436,1018,3.6940203360947346e-09,3.851477220730618
11,974,872,2036,3.6940203360947346e-09,3.851477220730618
11,910,1013,1762,3.734706712073542e-09,3.851477249342191
11,967,4423,-494,3.754520022346069e-09,3.8514772494185014
11,653,842,1183,3.920360044412875e-09,3.8514772500572305
11,710,4252,-1073,3.932440749021824e-09,3.851477250103759
11,641,2688,-155,3.9597999884213974e-09,3.8514772197069735
11,795,4940,-1328,4.122610754177071e-09,3.8514772190799116
11,856,1201,1482,4.151570753525162e-09,3.851477218968373
11,949,7192,-2501,4.232580990948589e-09,3.8514772186563637
11,453,4081,-1652,4.3122404466391856e-09,3.851477251566549
11,849,4752,-1048,4.32844775196826e-09,3.851477251628971
11,396,671,604,4.34698776453053e-09,3.8514772517003775
11,792,1342,1208,4.34698776453053e-09,3.8514772517003775
11,988,5252,-1023,4.6130276570937275e-09,3.851477252725024
11,931,1842,1233,4.646222873157874e-09,3.8514772528528747
11,953,43,2565,4.748191155044484e-09,3.851477216670503
11,369,765,464,4.7554381019237095e-09,3.8514772166425915
11,738,1530,928,4.7554381019237095e-09,3.8514772166425915
11,892,3782,-245,4.763180623697318e-09,3.8514772166127713
11,523,3017,-709,4.768643477896041e-09,3.8514772165917313
11,677,5269,-1882,4.775840959528712e-09,3.8514772165640103
11,592,4581,-1627,4.7909867798699556e-09,3.8514772534104296
11,535,1171,629,4.867712796545193e-09,3.851477253705938
11,731,5081,-1602,5.0876652616631505e-09,3.85147725455308
11,674,1671,654,5.173658113770385e-09,3.8514772548842795
11,989,2624,838,5.278097928430637e-09,3.851477214629579
11,870,5581,-1577,5.289543194872311e-09,3.8514772553306083
11,928,6363,-1972,5.327338217651592e-09,3.851477214439931
11,835,372,2011,5.3662215911586744e-09,3.8514772142901728
11,813,2171,679,5.374987432426852e-09,3.851477255659695
11,774,4111,-799,5.432203963828795e-09,3.851477214036043
11,952,2671,704,5.517525057133172e-09,3.851477256208675
11,620,1859,374,5.589164685880082e-09,3.8514772134315125
12,378,2957,-869,6.283714020825797e-12,4.571556651581429
12,756,5914,-1738,6.283714020825797e-12,4.571556651581429
12,707,6407,-2245,5.425582849982478e-11,4.571556651304669
12,805,5421,-1231,5.945330299152721e-11,4.571556651824497
12,427,2464,-362,1.0652141594503683e-10,4.571556652039671
12,854,4928,-724,1.0652141594503683e-10,4.571556652039671
12,329,3450,-1376,1.238116836778814e-10,4.5715566509866905
12,903,4435,-217,1.484812305728014e-10,4.571556652231493
12,476,1971,145,1.861217325174197e-10,4.571556652403569
12,952,3942,290,1.861217325174197e-10,4.571556652403569
12,525,1478,652,2.508634347188804e-10,4.571556652699539
12,574,985,1159,3.04551760864105e-10,4.571556652944978
12,623,492,1666,3.4979457952748514e-10,4.571556653151808
12,672,-1,2173,3.8843952761153607e-10,4.571556653328476
12,721,-494,2680,4.218316303818849e-10,4.57155665348113
12,832,-548,3077,7.019351333554826e-10,4.571556648343766
12,783,-55,2570,8.009187347322977e-10,4.571556647891257
12,965,4874,-327,8.260947789358252e-10,4.5715566477761636
12,974,9418,-3511,8.74914941267556e-10,4.571556655552426
12,49,-493,507,8.79782327946706e-10,4.571556655574677
12,734,438,2063,9.131180884771253e-10,4.571556647378332
12,916,5367,-834,9.173480307107282e-10,4.571556647358994
12,867,5860,-1341,1.0189159923480332e-09,4.5715566468946705
12,685,931,1556,1.0413693463778645e-09,4.571556646792024
12,818,6353,-1848,1.1326521292578341e-09,4.571556646374719
12,636,1424,1049,1.1893825477920792e-09,4.571556646115373
12,988,2517,1414,1.2091767423808246e-09,4.571556657080523
12,939,3010,907,1.2263655940817961e-09,4.571556657159102
12,890,3503,400,1.2454471564772266e-09,4.571556657246335
12,769,6846,-2355,1.2608827930984611e-09,4.5715566457885055
12,841,3996,-107,1.2667522945140121e-09,4.5715566573437325
12,792,4489,-614,1.290693472245154e-09,4.571556657453181
12,743,4982,-1121,1.3177925353825508e-09,4.571556657577066
12,694,5475,-1628,1.3487185965962616e-09,4.571556657718446
12,587,1917,542,1.3621068727886102e-09,4.571556645325754
12,645,5968,-2135,1.384343017769334e-09,4.571556657881305
12,943,-602,3474,1.5611461323695882e-09,4.571556644415835
12,538,2410,35,1.566293675979698e-09,4.571556644392302
12,894,-109,2967,1.6949329182016068e-09,4.571556643804221
12,489,2903,-472,1.811401653747988e-09,4.571556643271777
12,978,5806,-944,1.811401653747988e-09,4.571556643271777
12,845,384,2460,1.8442359683430349e-09,4.571556643121673
12,961,8486,-2894,1.9006625273488326e-09,4.571556660241689
12,929,6299,-1451,1.9533477673397262e-09,4.571556642622863
12,610,-440,2283,1.954576028170189e-09,4.571556660488158
12,912,8979,-3401,1.9555124750545347e-09,4.571556660492439
12,796,877,1953,2.011920577119666e-09,4.571556642355094
12,561,53,1776,2.0484528854899468e-09,4.571556660917321
12,440,3396,-979,2.111101764903406e-09,4.571556641901681
12,880,6792,-1958,2.111101764903406e-09,4.571556641901681
12,512,546,1269,2.1602982545411487e-09,4.5715566614286285
12,747,1370,1446,2.2016039163349732e-09,4.571556641487946
12,975,1585,2031,2.2246523609886115e-09,4.571556661722827
12,831,7285,-2465,2.2874595815246313e-09,4.571556641095452
12,463,1039,762,2.295817078542034e-09,4.5715566620481605
12,926,2078,1524,2.295817078542034e-09,4.5715566620481605
12,877,2571,1017,2.374934211836125e-09,4.571556662409849
12,698,1863,939,2.4179188723798482e-09,4.5715566404990495
12,414,1532,255,2.463415425406497e-09,4.571556662814346
12,828,3064,510,2.463415425406497e-09,4.571556662814346
12,391,3889,-1486,2.4859185160343353e-09,4.571556640188185
12,782,7778,-2972,2.4859185160343353e-09,4.571556640188185
12,956,330,2857,2.5591319540017458e-09,4.571556639853486
12,779,3557,3,2.5630277284674908e-09,4.571556663269729
12,649,2356,432,2.666897950598466e-09,4.571556639360828
12,365,2025,-252,2.676012765033956e-09,4.571556663786247
12,730,4050,-504,2.676012765033956e-09,4.571556663786247
12,907,823,2350,2.744916798781104e-09,4.57155663900416
12,991,6738,-1561,2.770857931746157e-09,4.571556638885569
12,681,4543,-1011,2.80525681205897e-09,4.571556664377093
12,997,7061,-1770,2.8525728308681693e-09,4.571556664593401
12,858,1316,1843,2.9519216853865963e-09,4.571556638057825
12,316,2518,-759,2.9545421823940756e-09,4.57155666505956
12,632,5036,-1518,2.9545421823940756e-09,4.57155666505956
12,948,7554,-2277,2.9545421823940756e-09,4.57155666505956
12,600,2849,-75,2.956543497613088e-09,4.5715566380366965
12,942,7231,-2068,2.960753428637337e-09,4.571556638017451
12,899,8047,-2784,3.0676266921565538e-09,4.571556665576532
12,583,5529,-2025,3.1289216092594317e-09,4.571556665856745
12,893,7724,-2575,3.171488171526161e-09,4.571556637054065
12,809,1809,1336,3.1840027544324306e-09,4.571556636996854
12,962,653,2648,3.267573256083983e-09,4.571556666490599
12,551,3342,-582,3.297704891714688e-09,4.571556636477058
12,267,3011,-1266,3.335303234121152e-09,4.57155666680023
12,913,1146,2141,3.3957240693707787e-09,4.571556667076448
12,844,8217,-3082,3.4066921549327764e-09,4.5715566359788165
12,760,2302,829,3.446009712791434e-09,4.571556635799074
12,969,1262,2240,3.5303400575476906e-09,4.571556635413553
12,864,1639,1634,3.538410597708625e-09,4.571556667728747
12,815,2132,1127,3.6982545038065168e-09,4.571556668459483
12,502,3835,-1089,3.705467670502593e-09,4.571556634612947
12,711,2795,322,3.744130492676553e-09,4.571556634436198
12,920,1755,1733,3.765226970142013e-09,4.571556634339754
12,766,2625,620,3.878548311595781e-09,4.571556669283706
12,984,6129,-1153,3.8804721076639944e-09,4.571556669292501
12,955,8163,-2685,3.940732076104444e-09,4.571556633537423
12,871,2248,1226,4.0265420846514e-09,4.571556633145137
12,935,6622,-1660,4.0377277678296775e-09,4.571556670011404
12,717,3118,113,4.0834850494286895e-09,4.571556670220586
12,662,3288,-185,4.086383954814855e-09,4.571556632871567
13,790,2365,967,2.9810600586424534e-11,4.724739892170611
13,951,7555,-2165,3.159062692614489e-11,4.724739892179021
13,999,5017,-210,5.001763103690084e-11,4.724739891793443
13,838,-173,2922,6.737443872226573e-11,4.724739891711437
13,742,4903,-988,1.3956955496652837e-10,4.724739892689193
13,581,-287,2144,1.6707151646982842e-10,4.724739892819133
13,533,2251,189,3.3223028946023404e-10,4.724739893599465
13,209,2652,-1177,3.5176076327361526e-10,4.724739890367785
13,905,-688,3510,3.841606639765577e-10,4.724739893844823
13,884,8070,-2753,4.231701038182231e-10,4.724739890030395
13,675,5418,-1576,4.452804785172651e-10,4.724739889925929
13,466,2766,-399,4.872237942786702e-10,4.724739889727758
13,932,5532,-798,4.872237942786702e-10,4.724739889727758
13,857,1850,1555,4.990380635122118e-10,4.7247398943875885
13,723,2880,379,5.263824939063466e-10,4.724739889542743
13,485,4789,-1766,5.300805272947698e-10,4.724739894534256
13,970,9578,-3532,5.300805272947698e-10,4.724739894534256
13,980,2994,1157,5.45002934188142e-10,4.724739889454766
13,257,114,778,5.973863516317786e-10,4.724739889207268
13,514,228,1556,5.973863516317786e-10,4.724739889207268
13,771,342,2334,5.973863516317786e-10,4.724739889207268
13,809,4388,-400,6.275473555445563e-10,4.724739894994761
13,761,6926,-2355,7.722680649900178e-10,4.724739895678529
13,324,-401,1366,7.734469165241172e-10,4.724739895684099
13,924,1335,2143,9.002171628632783e-10,4.724739896283055
13,600,1736,777,9.686730770879636e-10,4.724739896606492
13,865,6047,-1386,9.92159123215253e-10,4.72473988734207
13,913,3509,569,1.0276318204700033e-09,4.72473988717447
13,876,3873,188,1.0408800363631063e-09,4.724739896947651
13,961,971,2524,1.0595610076916214e-09,4.724739887023613
13,608,5933,-2164,1.1590285562216533e-09,4.724739886553655
13,656,3395,-209,1.1961884154152557e-09,4.724739886378084
13,276,2137,-589,1.1978515153231137e-09,4.7247398976893
13,552,4274,-1178,1.1978515153231137e-09,4.7247398976893
13,828,6411,-1767,1.1978517033077307e-09,4.724739897689301
13,704,857,1746,1.2282809612691707e-09,4.724739886226455
13,991,820,2731,1.2471499172148281e-09,4.724739897922222
13,943,3358,776,1.39547805146325e-09,4.724739898623034
13,667,1221,1365,1.4772547436432552e-09,4.724739899009408
13,895,5896,-1179,1.559716451768127e-09,4.724739899399018
13,399,3281,-987,1.5818832218523117e-09,4.724739884555777
13,798,6562,-1974,1.5818832218523117e-09,4.724739884555777
13,846,4024,-19,1.5867055912358628e-09,4.724739884532992
13,447,743,968,1.5910102509838043e-09,4.724739884512654
13,894,1486,1936,1.5910102509838043e-09,4.724739884512654
13,619,3759,-590,1.7210649645536756e-09,4.724739900161348
13,847,8434,-3134,1.742569652816285e-09,4.724739900262952
13,988,7191,-1784,1.8421013041007627e-09,4.724739883326314
13,962,5381,-591,1.871175944911075e-09,4.724739900870583
13,734,706,1953,1.8929891159304152e-09,4.724739900973645
13,637,1372,1158,1.9918915827013174e-09,4.724739882618594
13,589,3910,-797,2.0183782392874317e-09,4.724739882493451
13,914,7919,-2546,2.056981820340687e-09,4.7247399017484675
13,343,1622,-1,2.1420760650440195e-09,4.724739902150516
13,686,3244,-2,2.1420760650440195e-09,4.724739902150516
13,875,-537,3303,2.178855443372526e-09,4.724739881735238
13,827,2001,1348,2.2085711117272935e-09,4.724739881594839
13,801,191,2541,2.2391748194134415e-09,4.724739902609282
13,779,4539,-607,2.241948720423993e-09,4.724739881437139
13,731,7077,-2562,2.2797097544232165e-09,4.724739881258728
13,981,7404,-1958,2.328447022232761e-09,4.72473990303107
13,969,5168,-417,2.3778444920177095e-09,4.724739880795067
13,921,7706,-2372,2.4148981399026268e-09,4.724739880619998
13,638,5782,-1957,2.4286433871234538e-09,4.724739903504472
13,753,2729,586,2.4881662723415376e-09,4.724739903785702
13,868,-324,3129,2.531917248181383e-09,4.724739903992414
13,1000,9427,-3325,2.7683419294535166e-09,4.724739905109459
13,705,5267,-1369,2.7710630067866516e-09,4.724739905122315
13,410,1107,587,2.7777003676487116e-09,4.724739905153675
13,820,2214,1174,2.7777003676487116e-09,4.724739905153675
13,618,-651,2525,2.836521318306386e-09,4.724739878627938
13,808,-22,2715,2.8596827149998705e-09,4.724739878518506
13,998,607,2905,2.8740250013647416e-09,4.724739878450743
13,190,629,190,2.9350175503196434e-09,4.724739878162569
13,380,1258,380,2.9350175503196434e-09,4.724739878162569
13,570,1887,570,2.9350175503196434e-09,4.724739878162569
13,760,2516,760,2.9350175503196434e-09,4.724739878162569
13,950,3145,950,2.9350175503196434e-09,4.724739878162569
13,902,5683,-1005,3.002501584073703e-09,4.724739877843724
13,712,5054,-1195,3.020509946442083e-09,4.72473987775864
13,887,1699,1762,3.0234943902238344e-09,4.724739906314988
13,522,4425,-1385,3.0516279800407323e-09,4.724739877611615
13,772,4752,-781,3.0540473420633536e-09,4.724739906459343
13,854,8221,-2960,3.0775715490679228e-09,4.724739877489038
13,332,3796,-1575,3.118362707110863e-09,4.724739877296311
13,477,592,1175,3.2347635339838382e-09,4.72473990731318
13,954,1184,2350,3.2347635339838382e-09,4.72473990731318
13,839,4237,-193,3.2918350997943862e-09,4.724739907582828
13,362,3645,-1368,3.36703702998984e-09,4.724739907938138
13,724,7290,-2736,3.36703702998984e-09,4.724739907938138
13,906,3722,395,3.494453191473502e-09,4.724739908540146
13,931,1122,2317,3.5149322356649834e-09,4.724739875422623
13,544,77,1763,3.579241397220127e-09,4.724739908940748
13,791,6775,-2148,3.5927432043617547e-09,4.7247399090045406
13,883,3660,362,3.615392718942761e-09,4.724739874947973
13,741,493,2127,3.6636284437937698e-09,4.724739874720072
13,973,3207,983,3.6691672225532502e-09,4.724739909365624
13,977,9365,-3358,3.6745390709727084e-09,4.724739874668522
13,835,6198,-1593,3.7274029770977605e-09,4.724739874418754
13,429,3130,-780,3.7831992552656156e-09,4.724739909904396
14,379,-199,2126,5.048902198354579e-11,7.4079631493540905
14,758,-398,4252,5.048902198354579e-11,7.4079631493540905
14,834,3627,1804,5.700352178045387e-11,7.407963149305831
14,455,3826,-322,6.242973383177375e-11,7.407963149265634
14,910,7652,-644,6.242973383177375e-11,7.407963149265634
14,531,7851,-2770,7.095247641138562e-11,7.407963149202498
14,972,2948,3007,7.224086906469516e-11,7.407963150263269
14,669,7172,-1567,1.1970601694540082e-10,7.407963150614889
14,593,3147,881,1.506803143601835e-10,7.4079631508443455
14,999,82,5175,1.7534033678087098e-10,7.407963148429197
14,772,8331,-1847,2.2612717817171446e-10,7.4079631480529695
14,696,4306,601,2.374998270763931e-10,7.407963147968721
14,807,6493,-364,2.4515764646589005e-10,7.40796315154423
