d_original,d_simplifie,target_field,best_D,max_err,avg_err,nb_Ds_found,all_Ds,top_pairs
6413,53,ℚ(√53),78790,7.91710016513120e-9,4.17365948394818e-9,1,[78790],"β_0:(-817,828)"
